指标,地区,时间,数值
    地区生产总值（当年价）（亿元）,    北京,2014,21330.83000
    地区生产总值（当年价）（亿元）,    北京,2015,23014.59000
    地区生产总值（当年价）（亿元）,    天津,2014,15726.93000
    地区生产总值（当年价）（亿元）,    天津,2015,16538.19000
    地区生产总值（当年价）（亿元）,    河北,2014,29421.15000
    地区生产总值（当年价）（亿元）,    河北,2015,29806.11000
    地区生产总值（当年价）（亿元）,    山西,2014,12761.49000
    地区生产总值（当年价）（亿元）,    山西,2015,12766.49000
    地区生产总值（当年价）（亿元）,    内蒙古,2014,17770.19000
    地区生产总值（当年价）（亿元）,    内蒙古,2015,17831.50878
    地区生产总值（当年价）（亿元）,    辽宁,2014,28626.58000
    地区生产总值（当年价）（亿元）,    辽宁,2015,28669.01600
    地区生产总值（当年价）（亿元）,    吉林,2014,13803.14000
    地区生产总值（当年价）（亿元）,    吉林,2015,14063.13000
    地区生产总值（当年价）（亿元）,    黑龙江,2014,15039.38000
    地区生产总值（当年价）（亿元）,    黑龙江,2015,15083.67000
    地区生产总值（当年价）（亿元）,    上海,2014,23567.70000
    地区生产总值（当年价）（亿元）,    上海,2015,25123.45000
    地区生产总值（当年价）（亿元）,    江苏,2014,65088.32000
    地区生产总值（当年价）（亿元）,    江苏,2015,70116.38000
    地区生产总值（当年价）（亿元）,    浙江,2014,40173.03000
    地区生产总值（当年价）（亿元）,    浙江,2015,42886.49000
    地区生产总值（当年价）（亿元）,    安徽,2014,20848.75000
    地区生产总值（当年价）（亿元）,    安徽,2015,22005.63000
    地区生产总值（当年价）（亿元）,    福建,2014,24055.76000
    地区生产总值（当年价）（亿元）,    福建,2015,25979.82000
    地区生产总值（当年价）（亿元）,    江西,2014,15714.63000
    地区生产总值（当年价）（亿元）,    江西,2015,16723.78000
    地区生产总值（当年价）（亿元）,    山东,2014,59426.59000
    地区生产总值（当年价）（亿元）,    山东,2015,63002.33245
    地区生产总值（当年价）（亿元）,    河南,2014,34938.24000
    地区生产总值（当年价）（亿元）,    河南,2015,37002.16000
    地区生产总值（当年价）（亿元）,    湖北,2014,27379.22000
    地区生产总值（当年价）（亿元）,    湖北,2015,29550.18814
    地区生产总值（当年价）（亿元）,    湖南,2014,27037.32000
    地区生产总值（当年价）（亿元）,    湖南,2015,28902.21390
    地区生产总值（当年价）（亿元）,    广东,2014,67809.85000
    地区生产总值（当年价）（亿元）,    广东,2015,72812.55000
    地区生产总值（当年价）（亿元）,    广西,2014,15672.89000
    地区生产总值（当年价）（亿元）,    广西,2015,16803.12000
    地区生产总值（当年价）（亿元）,    海南,2014,3500.72000
    地区生产总值（当年价）（亿元）,    海南,2015,3702.76000
    地区生产总值（当年价）（亿元）,    重庆,2014,14262.60000
    地区生产总值（当年价）（亿元）,    重庆,2015,15717.27000
    地区生产总值（当年价）（亿元）,    四川,2014,28536.66000
    地区生产总值（当年价）（亿元）,    四川,2015,30053.10000
    地区生产总值（当年价）（亿元）,    贵州,2014,9266.39000
    地区生产总值（当年价）（亿元）,    贵州,2015,10502.56000
    地区生产总值（当年价）（亿元）,    云南,2014,12814.59000
    地区生产总值（当年价）（亿元）,    云南,2015,13619.17000
    地区生产总值（当年价）（亿元）,    西藏,2014,920.83000
    地区生产总值（当年价）（亿元）,    西藏,2015,1026.39113
    地区生产总值（当年价）（亿元）,    陕西,2014,17689.94000
    地区生产总值（当年价）（亿元）,    陕西,2015,18021.86090
    地区生产总值（当年价）（亿元）,    甘肃,2014,6836.82000
    地区生产总值（当年价）（亿元）,    甘肃,2015,6790.31690
    地区生产总值（当年价）（亿元）,    青海,2014,2303.32000
    地区生产总值（当年价）（亿元）,    青海,2015,2417.05000
    地区生产总值（当年价）（亿元）,    宁夏,2014,2752.10000
    地区生产总值（当年价）（亿元）,    宁夏,2015,2911.77000
    地区生产总值（当年价）（亿元）,    新疆,2014,9273.46000
    地区生产总值（当年价）（亿元）,    新疆,2015,9324.80000
        第一产业增加值（亿元）,    北京,2014,158.99000
        第一产业增加值（亿元）,    北京,2015,140.21000
        第一产业增加值（亿元）,    天津,2014,199.90000
        第一产业增加值（亿元）,    天津,2015,208.82000
        第一产业增加值（亿元）,    河北,2014,3447.46000
        第一产业增加值（亿元）,    河北,2015,3439.45000
        第一产业增加值（亿元）,    山西,2014,788.89000
        第一产业增加值（亿元）,    山西,2015,783.16000
        第一产业增加值（亿元）,    内蒙古,2014,1627.85000
        第一产业增加值（亿元）,    内蒙古,2015,1617.42189
        第一产业增加值（亿元）,    辽宁,2014,2285.75000
        第一产业增加值（亿元）,    辽宁,2015,2384.03000
        第一产业增加值（亿元）,    吉林,2014,1524.01000
        第一产业增加值（亿元）,    吉林,2015,1596.28000
        第一产业增加值（亿元）,    黑龙江,2014,2611.36000
        第一产业增加值（亿元）,    黑龙江,2015,2633.50000
        第一产业增加值（亿元）,    上海,2014,124.26000
        第一产业增加值（亿元）,    上海,2015,109.82000
        第一产业增加值（亿元）,    江苏,2014,3634.33000
        第一产业增加值（亿元）,    江苏,2015,3986.05000
        第一产业增加值（亿元）,    浙江,2014,1777.18000
        第一产业增加值（亿元）,    浙江,2015,1832.91000
        第一产业增加值（亿元）,    安徽,2014,2392.39000
        第一产业增加值（亿元）,    安徽,2015,2456.69000
        第一产业增加值（亿元）,    福建,2014,2014.80000
        第一产业增加值（亿元）,    福建,2015,2118.10000
        第一产业增加值（亿元）,    江西,2014,1683.72000
        第一产业增加值（亿元）,    江西,2015,1772.98000
        第一产业增加值（亿元）,    山东,2014,4798.36000
        第一产业增加值（亿元）,    山东,2015,4979.07943
        第一产业增加值（亿元）,    河南,2014,4160.01000
        第一产业增加值（亿元）,    河南,2015,4209.56000
        第一产业增加值（亿元）,    湖北,2014,3176.89000
        第一产业增加值（亿元）,    湖北,2015,3309.84000
        第一产业增加值（亿元）,    湖南,2014,3148.75000
        第一产业增加值（亿元）,    湖南,2015,3331.62114
        第一产业增加值（亿元）,    广东,2014,3166.82000
        第一产业增加值（亿元）,    广东,2015,3345.54000
        第一产业增加值（亿元）,    广西,2014,2413.44000
        第一产业增加值（亿元）,    广西,2015,2565.45000
        第一产业增加值（亿元）,    海南,2014,809.52000
        第一产业增加值（亿元）,    海南,2015,854.72000
        第一产业增加值（亿元）,    重庆,2014,1061.03000
        第一产业增加值（亿元）,    重庆,2015,1150.15000
        第一产业增加值（亿元）,    四川,2014,3531.05000
        第一产业增加值（亿元）,    四川,2015,3677.30000
        第一产业增加值（亿元）,    贵州,2014,1280.45000
        第一产业增加值（亿元）,    贵州,2015,1640.61000
        第一产业增加值（亿元）,    云南,2014,1990.07000
        第一产业增加值（亿元）,    云南,2015,2055.78000
        第一产业增加值（亿元）,    西藏,2014,91.64000
        第一产业增加值（亿元）,    西藏,2015,98.04000
        第一产业增加值（亿元）,    陕西,2014,1564.94000
        第一产业增加值（亿元）,    陕西,2015,1597.63000
        第一产业增加值（亿元）,    甘肃,2014,900.76000
        第一产业增加值（亿元）,    甘肃,2015,954.09000
        第一产业增加值（亿元）,    青海,2014,215.93000
        第一产业增加值（亿元）,    青海,2015,208.93000
        第一产业增加值（亿元）,    宁夏,2014,216.99000
        第一产业增加值（亿元）,    宁夏,2015,237.76000
        第一产业增加值（亿元）,    新疆,2014,1538.60000
        第一产业增加值（亿元）,    新疆,2015,1559.08000
        第二产业增加值（亿元）,    北京,2014,4544.80000
        第二产业增加值（亿元）,    北京,2015,4542.64000
        第二产业增加值（亿元）,    天津,2014,7731.85000
        第二产业增加值（亿元）,    天津,2015,7704.22000
        第二产业增加值（亿元）,    河北,2014,15012.85000
        第二产业增加值（亿元）,    河北,2015,14386.87000
        第二产业增加值（亿元）,    山西,2014,6293.91000
        第二产业增加值（亿元）,    山西,2015,5194.27000
