指标,地区,时间,数值
    地区生产总值（当年价）（亿元）,全国总计,2012,518942.10732
    地区生产总值（当年价）（亿元）,全国总计,2013,
    地区生产总值（当年价）（亿元）,    北京,2012,17879.40000
    地区生产总值（当年价）（亿元）,    北京,2013,19800.81000
    地区生产总值（当年价）（亿元）,    天津,2012,12893.88000
    地区生产总值（当年价）（亿元）,    天津,2013,14442.01000
    地区生产总值（当年价）（亿元）,    河北,2012,26575.01000
    地区生产总值（当年价）（亿元）,    河北,2013,28442.95000
    地区生产总值（当年价）（亿元）,    山西,2012,12112.83000
    地区生产总值（当年价）（亿元）,    山西,2013,12665.25000
    地区生产总值（当年价）（亿元）,    内蒙古,2012,15880.58000
    地区生产总值（当年价）（亿元）,    内蒙古,2013,16916.50000
    地区生产总值（当年价）（亿元）,    辽宁,2012,24846.43000
    地区生产总值（当年价）（亿元）,    辽宁,2013,27213.22000
    地区生产总值（当年价）（亿元）,    吉林,2012,11939.24000
    地区生产总值（当年价）（亿元）,    吉林,2013,13046.40000
    地区生产总值（当年价）（亿元）,    黑龙江,2012,13691.58000
    地区生产总值（当年价）（亿元）,    黑龙江,2013,14454.91000
    地区生产总值（当年价）（亿元）,    上海,2012,20181.72000
    地区生产总值（当年价）（亿元）,    上海,2013,21818.15000
    地区生产总值（当年价）（亿元）,    江苏,2012,54058.22000
    地区生产总值（当年价）（亿元）,    江苏,2013,59753.37000
    地区生产总值（当年价）（亿元）,    浙江,2012,34665.33000
    地区生产总值（当年价）（亿元）,    浙江,2013,37756.58000
    地区生产总值（当年价）（亿元）,    安徽,2012,17212.05000
    地区生产总值（当年价）（亿元）,    安徽,2013,19229.34000
    地区生产总值（当年价）（亿元）,    福建,2012,19701.78000
    地区生产总值（当年价）（亿元）,    福建,2013,21868.49000
    地区生产总值（当年价）（亿元）,    江西,2012,12948.88000
    地区生产总值（当年价）（亿元）,    江西,2013,14410.19000
    地区生产总值（当年价）（亿元）,    山东,2012,50013.24000
    地区生产总值（当年价）（亿元）,    山东,2013,55230.32000
    地区生产总值（当年价）（亿元）,    河南,2012,29599.31000
    地区生产总值（当年价）（亿元）,    河南,2013,32191.30000
    地区生产总值（当年价）（亿元）,    湖北,2012,22250.45000
    地区生产总值（当年价）（亿元）,    湖北,2013,24791.83000
    地区生产总值（当年价）（亿元）,    湖南,2012,22154.23000
    地区生产总值（当年价）（亿元）,    湖南,2013,24621.67000
    地区生产总值（当年价）（亿元）,    广东,2012,57067.92000
    地区生产总值（当年价）（亿元）,    广东,2013,62474.79000
    地区生产总值（当年价）（亿元）,    广西,2012,13035.10000
    地区生产总值（当年价）（亿元）,    广西,2013,14449.90000
    地区生产总值（当年价）（亿元）,    海南,2012,2855.54000
    地区生产总值（当年价）（亿元）,    海南,2013,3177.56000
    地区生产总值（当年价）（亿元）,    重庆,2012,11409.60000
    地区生产总值（当年价）（亿元）,    重庆,2013,12783.26000
    地区生产总值（当年价）（亿元）,    四川,2012,23872.80000
    地区生产总值（当年价）（亿元）,    四川,2013,26392.07000
    地区生产总值（当年价）（亿元）,    贵州,2012,6852.20000
    地区生产总值（当年价）（亿元）,    贵州,2013,8086.86000
    地区生产总值（当年价）（亿元）,    云南,2012,10309.47000
    地区生产总值（当年价）（亿元）,    云南,2013,11832.31000
    地区生产总值（当年价）（亿元）,    西藏,2012,701.03000
    地区生产总值（当年价）（亿元）,    西藏,2013,815.67000
    地区生产总值（当年价）（亿元）,    陕西,2012,14453.68000
    地区生产总值（当年价）（亿元）,    陕西,2013,16205.45000
    地区生产总值（当年价）（亿元）,    甘肃,2012,5650.20000
    地区生产总值（当年价）（亿元）,    甘肃,2013,6330.69000
    地区生产总值（当年价）（亿元）,    青海,2012,1893.54000
    地区生产总值（当年价）（亿元）,    青海,2013,2122.06000
    地区生产总值（当年价）（亿元）,    宁夏,2012,2341.29000
    地区生产总值（当年价）（亿元）,    宁夏,2013,2577.57000
    地区生产总值（当年价）（亿元）,    新疆,2012,7505.31000
    地区生产总值（当年价）（亿元）,    新疆,2013,8443.84000
        第一产业增加值（亿元）,全国总计,2012,52373.62531
        第一产业增加值（亿元）,全国总计,2013,
        第一产业增加值（亿元）,    北京,2012,150.20000
        第一产业增加值（亿元）,    北京,2013,161.83000
        第一产业增加值（亿元）,    天津,2012,171.60000
        第一产业增加值（亿元）,    天津,2013,188.45000
        第一产业增加值（亿元）,    河北,2012,3186.66000
        第一产业增加值（亿元）,    河北,2013,3500.42000
        第一产业增加值（亿元）,    山西,2012,698.32000
        第一产业增加值（亿元）,    山西,2013,773.81000
        第一产业增加值（亿元）,    内蒙古,2012,1448.58000
        第一产业增加值（亿元）,    内蒙古,2013,1599.41000
        第一产业增加值（亿元）,    辽宁,2012,2155.82000
        第一产业增加值（亿元）,    辽宁,2013,2321.63000
        第一产业增加值（亿元）,    吉林,2012,1412.11000
        第一产业增加值（亿元）,    吉林,2013,1509.34000
        第一产业增加值（亿元）,    黑龙江,2012,2113.66000
        第一产业增加值（亿元）,    黑龙江,2013,2516.79000
        第一产业增加值（亿元）,    上海,2012,127.80000
        第一产业增加值（亿元）,    上海,2013,129.28000
        第一产业增加值（亿元）,    江苏,2012,3418.29000
        第一产业增加值（亿元）,    江苏,2013,3646.08000
        第一产业增加值（亿元）,    浙江,2012,1667.88000
        第一产业增加值（亿元）,    浙江,2013,1784.62000
        第一产业增加值（亿元）,    安徽,2012,2178.73490
        第一产业增加值（亿元）,    安徽,2013,2348.09000
        第一产业增加值（亿元）,    福建,2012,1776.71000
        第一产业增加值（亿元）,    福建,2013,1936.31000
        第一产业增加值（亿元）,    江西,2012,1520.23000
        第一产业增加值（亿元）,    江西,2013,1636.49000
        第一产业增加值（亿元）,    山东,2012,4281.70000
        第一产业增加值（亿元）,    山东,2013,4742.63000
        第一产业增加值（亿元）,    河南,2012,3769.54000
        第一产业增加值（亿元）,    河南,2013,4058.98000
        第一产业增加值（亿元）,    湖北,2012,2848.77000
        第一产业增加值（亿元）,    湖北,2013,3098.16000
        第一产业增加值（亿元）,    湖南,2012,3004.20511
        第一产业增加值（亿元）,    湖南,2013,3099.23000
        第一产业增加值（亿元）,    广东,2012,2847.26000
        第一产业增加值（亿元）,    广东,2013,3047.51000
        第一产业增加值（亿元）,    广西,2012,2172.37000
        第一产业增加值（亿元）,    广西,2013,2343.57000
        第一产业增加值（亿元）,    海南,2012,711.54000
        第一产业增加值（亿元）,    海南,2013,756.47000
        第一产业增加值（亿元）,    重庆,2012,940.01000
        第一产业增加值（亿元）,    重庆,2013,1016.74000
        第一产业增加值（亿元）,    四川,2012,3297.21000
        第一产业增加值（亿元）,    四川,2013,3425.61000
        第一产业增加值（亿元）,    贵州,2012,891.91000
        第一产业增加值（亿元）,    贵州,2013,1029.05000
        第一产业增加值（亿元）,    云南,2012,1654.55000
        第一产业增加值（亿元）,    云南,2013,1895.34000
        第一产业增加值（亿元）,    西藏,2012,80.38000
        第一产业增加值（亿元）,    西藏,2013,86.82000
        第一产业增加值（亿元）,    陕西,2012,1370.16000
        第一产业增加值（亿元）,    陕西,2013,1526.05000
        第一产业增加值（亿元）,    甘肃,2012,780.50000
        第一产业增加值（亿元）,    甘肃,2013,879.37000
        第一产业增加值（亿元）,    青海,2012,176.91000
        第一产业增加值（亿元）,    青海,2013,207.59000
        第一产业增加值（亿元）,    宁夏,2012,199.40000
        第一产业增加值（亿元）,    宁夏,2013,222.98000
        第一产业增加值（亿元）,    新疆,2012,1320.57000
        第一产业增加值（亿元）,    新疆,2013,1468.29000
        第二产业增加值（亿元）,全国总计,2012,235161.99474
        第二产业增加值（亿元）,全国总计,2013,
        第二产业增加值（亿元）,    北京,2012,4059.27000
        第二产业增加值（亿元）,    北京,2013,4352.30000
        第二产业增加值（亿元）,    天津,2012,6663.82000
        第二产业增加值（亿元）,    天津,2013,7276.68000
        第二产业增加值（亿元）,    河北,2012,14003.57000
        第二产业增加值（亿元）,    河北,2013,14762.10000
        第二产业增加值（亿元）,    山西,2012,6731.56000
        第二产业增加值（亿元）,    山西,2013,6792.68000
        第二产业增加值（亿元）,    内蒙古,2012,8801.49671
        第二产业增加值（亿元）,    内蒙古,2013,9084.19000
        第二产业增加值（亿元）,    辽宁,2012,13230.49000
        第二产业增加值（亿元）,    辽宁,2013,14269.46000
        第二产业增加值（亿元）,    吉林,2012,6376.77000
        第二产业增加值（亿元）,    吉林,2013,6858.23000
        第二产业增加值（亿元）,    黑龙江,2012,6037.61000
        第二产业增加值（亿元）,    黑龙江,2013,5918.22000
        第二产业增加值（亿元）,    上海,2012,7854.77000
        第二产业增加值（亿元）,    上海,2013,8027.77000
        第二产业增加值（亿元）,    江苏,2012,27121.95000
        第二产业增加值（亿元）,    江苏,2013,29094.03000
        第二产业增加值（亿元）,    浙江,2012,17316.32000
        第二产业增加值（亿元）,    浙江,2013,18446.65000
        第二产业增加值（亿元）,    安徽,2012,9404.83898
        第二产业增加值（亿元）,    安徽,2013,10403.96000
        第二产业增加值（亿元）,    福建,2012,10187.94000
        第二产业增加值（亿元）,    福建,2013,11315.30000
        第二产业增加值（亿元）,    江西,2012,6942.59000
        第二产业增加值（亿元）,    江西,2013,7671.38000
        第二产业增加值（亿元）,    山东,2012,25735.73237
        第二产业增加值（亿元）,    山东,2013,27422.47000
        第二产业增加值（亿元）,    河南,2012,16672.20000
        第二产业增加值（亿元）,    河南,2013,17806.39000
        第二产业增加值（亿元）,    湖北,2012,11193.10000
        第二产业增加值（亿元）,    湖北,2013,12171.56000
        第二产业增加值（亿元）,    湖南,2012,10506.42234
        第二产业增加值（亿元）,    湖南,2013,11517.35000
        第二产业增加值（亿元）,    广东,2012,27700.97000
        第二产业增加值（亿元）,    广东,2013,29427.49000
        第二产业增加值（亿元）,    广西,2012,6247.43097
        第二产业增加值（亿元）,    广西,2013,6863.04000
        第二产业增加值（亿元）,    海南,2012,804.47000
        第二产业增加值（亿元）,    海南,2013,871.29000
        第二产业增加值（亿元）,    重庆,2012,5975.18000
        第二产业增加值（亿元）,    重庆,2013,6397.92000
        第二产业增加值（亿元）,    四川,2012,12333.28000
        第二产业增加值（亿元）,    四川,2013,13579.03000
        第二产业增加值（亿元）,    贵州,2012,2677.54000
        第二产业增加值（亿元）,    贵州,2013,3243.70000
        第二产业增加值（亿元）,    云南,2012,4419.20000
        第二产业增加值（亿元）,    云南,2013,4927.82000
        第二产业增加值（亿元）,    西藏,2012,242.85000
        第二产业增加值（亿元）,    西藏,2013,292.92000
        第二产业增加值（亿元）,    陕西,2012,8073.87000
        第二产业增加值（亿元）,    陕西,2013,8911.64000
        第二产业增加值（亿元）,    甘肃,2012,2600.09366
        第二产业增加值（亿元）,    甘肃,2013,2821.04000
        第二产业增加值（亿元）,    青海,2012,1092.33691
        第二产业增加值（亿元）,    青海,2013,1204.31000
        第二产业增加值（亿元）,    宁夏,2012,1159.37000
        第二产业增加值（亿元）,    宁夏,2013,1264.96000
        第二产业增加值（亿元）,    新疆,2012,3481.56000
        第二产业增加值（亿元）,    新疆,2013,3765.97000
            工业增加值（亿元）,全国总计,2012,199670.65959
            工业增加值（亿元）,全国总计,2013,210689.41746
            工业增加值（亿元）,    北京,2012,3294.32000
            工业增加值（亿元）,    北京,2013,3536.89000
            工业增加值（亿元）,    天津,2012,6123.06000
            工业增加值（亿元）,    天津,2013,6678.60000
            工业增加值（亿元）,    河北,2012,12511.60000
            工业增加值（亿元）,    河北,2013,13194.76000
            工业增加值（亿元）,    山西,2012,6023.55000
            工业增加值（亿元）,    山西,2013,6032.99000
            工业增加值（亿元）,    内蒙古,2012,7735.78184
            工业增加值（亿元）,    内蒙古,2013,7944.40000
            工业增加值（亿元）,    辽宁,2012,11605.07000
            工业增加值（亿元）,    辽宁,2013,12510.27000
            工业增加值（亿元）,    吉林,2012,5582.48000
            工业增加值（亿元）,    吉林,2013,6033.35000
            工业增加值（亿元）,    黑龙江,2012,5240.65000
            工业增加值（亿元）,    黑龙江,2013,5090.34000
            工业增加值（亿元）,    上海,2012,7097.76000
            工业增加值（亿元）,    上海,2013,7236.69000
            工业增加值（亿元）,    江苏,2012,23908.47000
            工业增加值（亿元）,    江苏,2013,25612.24000
            工业增加值（亿元）,    浙江,2012,15338.02000
            工业增加值（亿元）,    浙江,2013,16368.43000
            工业增加值（亿元）,    安徽,2012,8025.84000
            工业增加值（亿元）,    安徽,2013,8928.02000
            工业增加值（亿元）,    福建,2012,8541.94000
            工业增加值（亿元）,    福建,2013,9455.32000
            工业增加值（亿元）,    江西,2012,5828.20000
            工业增加值（亿元）,    江西,2013,6434.41000
            工业增加值（亿元）,    山东,2012,22798.33000
            工业增加值（亿元）,    山东,2013,24222.16000
            工业增加值（亿元）,    河南,2012,15017.56000
            工业增加值（亿元）,    河南,2013,15960.60000
            工业增加值（亿元）,    湖北,2012,9735.15000
            工业增加值（亿元）,    湖北,2013,10531.37000
            工业增加值（亿元）,    湖南,2012,9138.50000
            工业增加值（亿元）,    湖南,2013,10001.00000
            工业增加值（亿元）,    广东,2012,25810.07000
            工业增加值（亿元）,    广东,2013,27426.26000
            工业增加值（亿元）,    广西,2012,5279.26254
            工业增加值（亿元）,    广西,2013,5749.65000
            工业增加值（亿元）,    海南,2012,521.15000
            工业增加值（亿元）,    海南,2013,551.11000
            工业增加值（亿元）,    重庆,2012,4981.01000
            工业增加值（亿元）,    重庆,2013,5249.65000
            工业增加值（亿元）,    四川,2012,10550.53000
            工业增加值（亿元）,    四川,2013,11578.55000
            工业增加值（亿元）,    贵州,2012,2217.06000
            工业增加值（亿元）,    贵州,2013,2686.52000
            工业增加值（亿元）,    云南,2012,3450.72000
            工业增加值（亿元）,    云南,2013,3767.58000
            工业增加值（亿元）,    西藏,2012,55.35000
            工业增加值（亿元）,    西藏,2013,61.16000
            工业增加值（亿元）,    陕西,2012,6847.41000
            工业增加值（亿元）,    陕西,2013,7507.34000
            工业增加值（亿元）,    甘肃,2012,2070.24000
            工业增加值（亿元）,    甘肃,2013,2225.22000
            工业增加值（亿元）,    青海,2012,895.89000
            工业增加值（亿元）,    青海,2013,970.53000
            工业增加值（亿元）,    宁夏,2012,878.63000
            工业增加值（亿元）,    宁夏,2013,944.50000
            工业增加值（亿元）,    新疆,2012,2850.06000
            工业增加值（亿元）,    新疆,2013,3024.27000
            建筑业增加值（亿元）,全国总计,2012,35491.33515
            建筑业增加值（亿元）,全国总计,2013,
            建筑业增加值（亿元）,    北京,2012,764.95000
            建筑业增加值（亿元）,    北京,2013,815.41000
            建筑业增加值（亿元）,    天津,2012,540.76000
            建筑业增加值（亿元）,    天津,2013,598.08000
            建筑业增加值（亿元）,    河北,2012,1491.97000
            建筑业增加值（亿元）,    河北,2013,1567.34000
            建筑业增加值（亿元）,    山西,2012,708.01000
            建筑业增加值（亿元）,    山西,2013,759.69000
            建筑业增加值（亿元）,    内蒙古,2012,1065.71488
            建筑业增加值（亿元）,    内蒙古,2013,1139.79000
            建筑业增加值（亿元）,    辽宁,2012,1625.42000
            建筑业增加值（亿元）,    辽宁,2013,1759.19000
            建筑业增加值（亿元）,    吉林,2012,794.29000
            建筑业增加值（亿元）,    吉林,2013,824.88000
            建筑业增加值（亿元）,    黑龙江,2012,796.96000
            建筑业增加值（亿元）,    黑龙江,2013,827.88000
            建筑业增加值（亿元）,    上海,2012,757.01000
            建筑业增加值（亿元）,    上海,2013,791.08000
            建筑业增加值（亿元）,    江苏,2012,3213.48000
            建筑业增加值（亿元）,    江苏,2013,3481.79000
            建筑业增加值（亿元）,    浙江,2012,1978.30000
            建筑业增加值（亿元）,    浙江,2013,2078.22000
