指标,地区,时间,数值
    地区生产总值（当年价）（亿元）,全国总计,2008,314045.42709
    地区生产总值（当年价）（亿元）,全国总计,2009,340902.81258
    地区生产总值（当年价）（亿元）,    北京,2008,11115.00000
    地区生产总值（当年价）（亿元）,    北京,2009,12153.03000
    地区生产总值（当年价）（亿元）,    天津,2008,6719.01000
    地区生产总值（当年价）（亿元）,    天津,2009,7521.85000
    地区生产总值（当年价）（亿元）,    河北,2008,16011.97000
    地区生产总值（当年价）（亿元）,    河北,2009,17235.48000
    地区生产总值（当年价）（亿元）,    山西,2008,7315.40000
    地区生产总值（当年价）（亿元）,    山西,2009,7358.31000
    地区生产总值（当年价）（亿元）,    内蒙古,2008,8496.20000
    地区生产总值（当年价）（亿元）,    内蒙古,2009,9740.25000
    地区生产总值（当年价）（亿元）,    辽宁,2008,13668.58000
    地区生产总值（当年价）（亿元）,    辽宁,2009,15212.49000
    地区生产总值（当年价）（亿元）,    吉林,2008,6426.10000
    地区生产总值（当年价）（亿元）,    吉林,2009,7278.75000
    地区生产总值（当年价）（亿元）,    黑龙江,2008,8314.37000
    地区生产总值（当年价）（亿元）,    黑龙江,2009,8587.00000
    地区生产总值（当年价）（亿元）,    上海,2008,14069.87000
    地区生产总值（当年价）（亿元）,    上海,2009,15046.45000
    地区生产总值（当年价）（亿元）,    江苏,2008,30981.98000
    地区生产总值（当年价）（亿元）,    江苏,2009,34457.30000
    地区生产总值（当年价）（亿元）,    浙江,2008,21462.69000
    地区生产总值（当年价）（亿元）,    浙江,2009,22990.35000
    地区生产总值（当年价）（亿元）,    安徽,2008,8851.66000
    地区生产总值（当年价）（亿元）,    安徽,2009,10062.82000
    地区生产总值（当年价）（亿元）,    福建,2008,10823.01000
    地区生产总值（当年价）（亿元）,    福建,2009,12236.53000
    地区生产总值（当年价）（亿元）,    江西,2008,6971.05000
    地区生产总值（当年价）（亿元）,    江西,2009,7655.18000
    地区生产总值（当年价）（亿元）,    山东,2008,30933.28000
    地区生产总值（当年价）（亿元）,    山东,2009,33896.65000
    地区生产总值（当年价）（亿元）,    河南,2008,18018.53000
    地区生产总值（当年价）（亿元）,    河南,2009,19480.46000
    地区生产总值（当年价）（亿元）,    湖北,2008,11328.92000
    地区生产总值（当年价）（亿元）,    湖北,2009,12961.10000
    地区生产总值（当年价）（亿元）,    湖南,2008,11555.00000
    地区生产总值（当年价）（亿元）,    湖南,2009,13059.69000
    地区生产总值（当年价）（亿元）,    广东,2008,36796.71000
    地区生产总值（当年价）（亿元）,    广东,2009,39482.56000
    地区生产总值（当年价）（亿元）,    广西,2008,7021.00000
    地区生产总值（当年价）（亿元）,    广西,2009,7759.16000
    地区生产总值（当年价）（亿元）,    海南,2008,1503.06000
    地区生产总值（当年价）（亿元）,    海南,2009,1654.21000
    地区生产总值（当年价）（亿元）,    重庆,2008,5793.66000
    地区生产总值（当年价）（亿元）,    重庆,2009,6530.01000
    地区生产总值（当年价）（亿元）,    四川,2008,12601.23000
    地区生产总值（当年价）（亿元）,    四川,2009,14151.28000
    地区生产总值（当年价）（亿元）,    贵州,2008,3561.56000
    地区生产总值（当年价）（亿元）,    贵州,2009,3912.68000
    地区生产总值（当年价）（亿元）,    云南,2008,5692.12000
    地区生产总值（当年价）（亿元）,    云南,2009,6169.75000
    地区生产总值（当年价）（亿元）,    西藏,2008,394.85000
    地区生产总值（当年价）（亿元）,    西藏,2009,441.36000
    地区生产总值（当年价）（亿元）,    陕西,2008,7314.58000
    地区生产总值（当年价）（亿元）,    陕西,2009,8169.80000
    地区生产总值（当年价）（亿元）,    甘肃,2008,3166.82000
    地区生产总值（当年价）（亿元）,    甘肃,2009,3387.56000
    地区生产总值（当年价）（亿元）,    青海,2008,1018.62000
    地区生产总值（当年价）（亿元）,    青海,2009,1081.27000
    地区生产总值（当年价）（亿元）,    宁夏,2008,1203.92000
    地区生产总值（当年价）（亿元）,    宁夏,2009,1353.31000
    地区生产总值（当年价）（亿元）,    新疆,2008,4183.21000
    地区生产总值（当年价）（亿元）,    新疆,2009,4277.05000
        第一产业增加值（亿元）,全国总计,2008,33702.00000
        第一产业增加值（亿元）,全国总计,2009,35226.00000
        第一产业增加值（亿元）,    北京,2008,112.81000
        第一产业增加值（亿元）,    北京,2009,118.29000
        第一产业增加值（亿元）,    天津,2008,122.58000
        第一产业增加值（亿元）,    天津,2009,128.85000
        第一产业增加值（亿元）,    河北,2008,2034.60000
        第一产业增加值（亿元）,    河北,2009,2207.34000
        第一产业增加值（亿元）,    山西,2008,302.48000
        第一产业增加值（亿元）,    山西,2009,477.59000
        第一产业增加值（亿元）,    内蒙古,2008,906.98000
        第一产业增加值（亿元）,    内蒙古,2009,929.60000
        第一产业增加值（亿元）,    辽宁,2008,1302.00000
        第一产业增加值（亿元）,    辽宁,2009,1414.90000
