指标,地区,时间,数值
            总人口（万人）,北京,2023,2186.00000
            总人口（万人）,天津,2023,1364.00000
            总人口（万人）,河北,2023,7393.00000
            总人口（万人）,山西,2023,3466.00000
            总人口（万人）,内蒙古,2023,2396.00000
            总人口（万人）,辽宁,2023,4182.00000
            总人口（万人）,吉林,2023,2339.00000
            总人口（万人）,黑龙江,2023,3062.00000
            总人口（万人）,上海,2023,2487.00000
            总人口（万人）,江苏,2023,8526.00000
            总人口（万人）,浙江,2023,6627.00000
            总人口（万人）,安徽,2023,6121.00000
            总人口（万人）,福建,2023,4183.00000
            总人口（万人）,江西,2023,4515.00000
            总人口（万人）,山东,2023,10123.00000
            总人口（万人）,河南,2023,9815.00000
            总人口（万人）,湖北,2023,5838.00000
            总人口（万人）,湖南,2023,6568.00000
            总人口（万人）,广东,2023,12706.00000
            总人口（万人）,广西,2023,5027.00000
            总人口（万人）,海南,2023,1043.00000
            总人口（万人）,重庆,2023,3191.00000
            总人口（万人）,四川,2023,8368.00000
            总人口（万人）,贵州,2023,3865.00000
            总人口（万人）,云南,2023,4673.00000
            总人口（万人）,西藏,2023,365.00000
            总人口（万人）,陕西,2023,3952.00000
            总人口（万人）,甘肃,2023,2465.00000
            总人口（万人）,青海,2023,594.00000
            总人口（万人）,宁夏,2023,729.00000
            总人口（万人）,新疆,2023,2598.00000
            城镇人口数（万人）,北京,2023,1920.00000
            城镇人口数（万人）,天津,2023,1166.00000
            城镇人口数（万人）,河北,2023,4641.00000
            城镇人口数（万人）,山西,2023,2252.00000
            城镇人口数（万人）,内蒙古,2023,1667.00000
            城镇人口数（万人）,辽宁,2023,3074.00000
            城镇人口数（万人）,吉林,2023,1514.00000
            城镇人口数（万人）,黑龙江,2023,2055.00000
            城镇人口数（万人）,上海,2023,2225.00000
            城镇人口数（万人）,江苏,2023,6398.00000
            城镇人口数（万人）,浙江,2023,4919.00000
            城镇人口数（万人）,安徽,2023,3765.00000
            城镇人口数（万人）,福建,2023,2972.00000
            城镇人口数（万人）,江西,2023,2850.00000
            城镇人口数（万人）,山东,2023,6634.00000
            城镇人口数（万人）,河南,2023,5701.00000
            城镇人口数（万人）,湖北,2023,3822.00000
            城镇人口数（万人）,湖南,2023,4017.00000
            城镇人口数（万人）,广东,2023,9583.00000
            城镇人口数（万人）,广西,2023,2854.00000
            城镇人口数（万人）,海南,2023,651.00000
            城镇人口数（万人）,重庆,2023,2287.00000
            城镇人口数（万人）,四川,2023,4978.00000
            城镇人口数（万人）,贵州,2023,2162.00000
            城镇人口数（万人）,云南,2023,2473.00000
            城镇人口数（万人）,西藏,2023,142.00000
            城镇人口数（万人）,陕西,2023,2575.00000
            城镇人口数（万人）,甘肃,2023,1368.00000
            城镇人口数（万人）,青海,2023,373.00000
            城镇人口数（万人）,宁夏,2023,491.00000
            城镇人口数（万人）,新疆,2023,1539.00000
            城镇人口所占比率（%）,北京,2023,87.83000
            城镇人口所占比率（%）,天津,2023,85.49000
            城镇人口所占比率（%）,河北,2023,62.77000
            城镇人口所占比率（%）,山西,2023,64.97000
            城镇人口所占比率（%）,内蒙古,2023,69.58000
            城镇人口所占比率（%）,辽宁,2023,73.51000
            城镇人口所占比率（%）,吉林,2023,64.73000
            城镇人口所占比率（%）,黑龙江,2023,67.11000
            城镇人口所占比率（%）,上海,2023,89.46000
            城镇人口所占比率（%）,江苏,2023,75.04000
            城镇人口所占比率（%）,浙江,2023,74.23000
            城镇人口所占比率（%）,安徽,2023,61.51000
            城镇人口所占比率（%）,福建,2023,71.04000
            城镇人口所占比率（%）,江西,2023,63.13000
            城镇人口所占比率（%）,山东,2023,65.53000
            城镇人口所占比率（%）,河南,2023,58.08000
            城镇人口所占比率（%）,湖北,2023,65.47000
            城镇人口所占比率（%）,湖南,2023,61.16000
            城镇人口所占比率（%）,广东,2023,75.42000
            城镇人口所占比率（%）,广西,2023,56.78000
            城镇人口所占比率（%）,海南,2023,62.46000
            城镇人口所占比率（%）,重庆,2023,71.67000
            城镇人口所占比率（%）,四川,2023,59.49000
            城镇人口所占比率（%）,贵州,2023,55.94000
            城镇人口所占比率（%）,云南,2023,52.92000
            城镇人口所占比率（%）,西藏,2023,38.88000
            城镇人口所占比率（%）,陕西,2023,65.16000
            城镇人口所占比率（%）,甘肃,2023,55.49000
            城镇人口所占比率（%）,青海,2023,62.80000
            城镇人口所占比率（%）,宁夏,2023,67.31000
            城镇人口所占比率（%）,新疆,2023,59.24000
            乡村人口数（万人）,北京,2023,266.00000
            乡村人口数（万人）,天津,2023,198.00000
            乡村人口数（万人）,河北,2023,2752.00000
            乡村人口数（万人）,山西,2023,1214.00000
            乡村人口数（万人）,内蒙古,2023,729.00000
            乡村人口数（万人）,辽宁,2023,1108.00000
            乡村人口数（万人）,吉林,2023,825.00000
            乡村人口数（万人）,黑龙江,2023,1007.00000
            乡村人口数（万人）,上海,2023,262.00000
            乡村人口数（万人）,江苏,2023,2128.00000
            乡村人口数（万人）,浙江,2023,1708.00000
            乡村人口数（万人）,安徽,2023,2356.00000
            乡村人口数（万人）,福建,2023,1211.00000
            乡村人口数（万人）,江西,2023,1665.00000
            乡村人口数（万人）,山东,2023,3489.00000
            乡村人口数（万人）,河南,2023,4114.00000
            乡村人口数（万人）,湖北,2023,2016.00000
            乡村人口数（万人）,湖南,2023,2551.00000
            乡村人口数（万人）,广东,2023,3123.00000
            乡村人口数（万人）,广西,2023,2173.00000
            乡村人口数（万人）,海南,2023,392.00000
            乡村人口数（万人）,重庆,2023,904.00000
            乡村人口数（万人）,四川,2023,3390.00000
            乡村人口数（万人）,贵州,2023,1703.00000
            乡村人口数（万人）,云南,2023,2200.00000
            乡村人口数（万人）,西藏,2023,223.00000
            乡村人口数（万人）,陕西,2023,1377.00000
            乡村人口数（万人）,甘肃,2023,1097.00000
            乡村人口数（万人）,青海,2023,221.00000
            乡村人口数（万人）,宁夏,2023,238.00000
            乡村人口数（万人）,新疆,2023,1059.00000
            乡村人口所占比率（%）,北京,2023,12.17000
            乡村人口所占比率（%）,天津,2023,14.51000
            乡村人口所占比率（%）,河北,2023,37.23000
            乡村人口所占比率（%）,山西,2023,35.03000
            乡村人口所占比率（%）,内蒙古,2023,30.42000
            乡村人口所占比率（%）,辽宁,2023,26.49000
            乡村人口所占比率（%）,吉林,2023,35.27000
            乡村人口所占比率（%）,黑龙江,2023,32.89000
            乡村人口所占比率（%）,上海,2023,10.54000
            乡村人口所占比率（%）,江苏,2023,24.96000
            乡村人口所占比率（%）,浙江,2023,25.77000
            乡村人口所占比率（%）,安徽,2023,38.49000
            乡村人口所占比率（%）,福建,2023,28.96000
            乡村人口所占比率（%）,江西,2023,36.87000
            乡村人口所占比率（%）,山东,2023,34.47000
            乡村人口所占比率（%）,河南,2023,41.92000
            乡村人口所占比率（%）,湖北,2023,34.53000
            乡村人口所占比率（%）,湖南,2023,38.84000
            乡村人口所占比率（%）,广东,2023,24.58000
            乡村人口所占比率（%）,广西,2023,43.22000
            乡村人口所占比率（%）,海南,2023,37.54000
            乡村人口所占比率（%）,重庆,2023,28.33000
            乡村人口所占比率（%）,四川,2023,40.51000
            乡村人口所占比率（%）,贵州,2023,44.06000
            乡村人口所占比率（%）,云南,2023,47.08000
            乡村人口所占比率（%）,西藏,2023,61.12000
            乡村人口所占比率（%）,陕西,2023,34.84000
            乡村人口所占比率（%）,甘肃,2023,44.51000
            乡村人口所占比率（%）,青海,2023,37.20000
            乡村人口所占比率（%）,宁夏,2023,32.69000
            乡村人口所占比率（%）,新疆,2023,40.76000
            人口出生率（‰）,北京,2023,5.63000
            人口出生率（‰）,天津,2023,4.47000
            人口出生率（‰）,河北,2023,5.54000
            人口出生率（‰）,山西,2023,6.13000
            人口出生率（‰）,内蒙古,2023,5.00000
            人口出生率（‰）,辽宁,2023,4.06000
            人口出生率（‰）,吉林,2023,3.76000
            人口出生率（‰）,黑龙江,2023,2.92000
            人口出生率（‰）,上海,2023,3.95000
            人口出生率（‰）,江苏,2023,4.81000
            人口出生率（‰）,浙江,2023,5.80000
            人口出生率（‰）,安徽,2023,6.45000
            人口出生率（‰）,福建,2023,6.81000
            人口出生率（‰）,江西,2023,6.52000
            人口出生率（‰）,山东,2023,6.01000
            人口出生率（‰）,河南,2023,7.06000
            人口出生率（‰）,湖北,2023,5.48000
            人口出生率（‰）,湖南,2023,6.00000
            人口出生率（‰）,广东,2023,8.12000
            人口出生率（‰）,广西,2023,8.04000
            人口出生率（‰）,海南,2023,9.28000
            人口出生率（‰）,重庆,2023,5.58000
            人口出生率（‰）,四川,2023,6.32000
            人口出生率（‰）,贵州,2023,10.65000
            人口出生率（‰）,云南,2023,8.22000
            人口出生率（‰）,西藏,2023,13.72000
            人口出生率（‰）,陕西,2023,6.83000
            人口出生率（‰）,甘肃,2023,7.71000
            人口出生率（‰）,青海,2023,9.25000
            人口出生率（‰）,宁夏,2023,10.02000
            人口出生率（‰）,新疆,2023,7.10000
            人口死亡率（‰）,北京,2023,6.13000
