指标,地区,时间,数值
            总人口（万人）,北京,1983,950.00000
            总人口（万人）,天津,1983,785.29000
            总人口（万人）,河北,1983,5420.00000
            总人口（万人）,山西,1983,2588.40000
            总人口（万人）,内蒙古,1983,1969.80000
            总人口（万人）,辽宁,1983,3629.10000
            总人口（万人）,吉林,1983,2269.50000
            总人口（万人）,黑龙江,1983,3306.00000
            总人口（万人）,上海,1983,1194.01000
            总人口（万人）,江苏,1983,6134.99000
            总人口（万人）,浙江,1983,3963.10000
            总人口（万人）,安徽,1983,5056.00000
            总人口（万人）,福建,1983,2668.00000
            总人口（万人）,江西,1983,3394.50000
            总人口（万人）,山东,1983,7564.00000
            总人口（万人）,河南,1983,7632.00000
            总人口（万人）,湖北,1983,4865.73000
            总人口（万人）,湖南,1983,5509.43000
            总人口（万人）,广东,1983,5494.14000
            总人口（万人）,广西,1983,3733.00000
            总人口（万人）,海南,1983,580.66000
            总人口（万人）,重庆,1983,2738.63000
            总人口（万人）,四川,1983,7336.90000
            总人口（万人）,贵州,1983,2901.45000
            总人口（万人）,云南,1983,3330.80000
            总人口（万人）,西藏,1983,189.25000
            总人口（万人）,陕西,1983,2930.87000
            总人口（万人）,甘肃,1983,1999.84000
            总人口（万人）,青海,1983,392.57000
            总人口（万人）,宁夏,1983,399.05000
            总人口（万人）,新疆,1983,1333.30000
            城镇人口数（万人）,北京,1983,557.00000
            城镇人口数（万人）,天津,1983,419.57000
            城镇人口数（万人）,山西,1983,577.73088
            城镇人口数（万人）,内蒙古,1983,573.80000
            城镇人口数（万人）,辽宁,1983,1380.00000
            城镇人口数（万人）,吉林,1983,877.80000
            城镇人口数（万人）,黑龙江,1983,1356.80000
            城镇人口数（万人）,上海,1983,448.15000
            城镇人口数（万人）,江苏,1983,1228.85000
            城镇人口数（万人）,江西,1983,663.96480
            城镇人口数（万人）,山东,1983,811.00000
            城镇人口数（万人）,河南,1983,1111.21920
            城镇人口数（万人）,湖北,1983,873.91000
            城镇人口数（万人）,湖南,1983,794.46000
            城镇人口数（万人）,广东,1983,1001.03000
            城镇人口数（万人）,广西,1983,455.00000
            城镇人口数（万人）,海南,1983,55.75000
            城镇人口数（万人）,贵州,1983,550.96000
            城镇人口数（万人）,云南,1983,472.00000
            城镇人口数（万人）,西藏,1983,17.95000
            城镇人口数（万人）,甘肃,1983,324.91000
            城镇人口数（万人）,青海,1983,77.25000
            城镇人口数（万人）,宁夏,1983,75.74000
            城镇人口数（万人）,新疆,1983,443.71000
            城镇人口所占比率（%）,安徽,1983,14.72000
            乡村人口数（万人）,北京,1983,393.00000
            乡村人口数（万人）,天津,1983,365.72000
            乡村人口数（万人）,山西,1983,2010.66912
            乡村人口数（万人）,内蒙古,1983,1396.00000
            乡村人口数（万人）,辽宁,1983,2249.00000
            乡村人口数（万人）,吉林,1983,1391.70000
            乡村人口数（万人）,黑龙江,1983,1949.20000
            乡村人口数（万人）,上海,1983,745.86000
            乡村人口数（万人）,江苏,1983,4906.14000
            乡村人口数（万人）,江西,1983,2730.53850
            乡村人口数（万人）,山东,1983,6753.00000
            乡村人口数（万人）,河南,1983,6520.78080
            乡村人口数（万人）,湖北,1983,3961.43000
            乡村人口数（万人）,湖南,1983,4714.97000
            乡村人口数（万人）,广东,1983,4493.11000
            乡村人口数（万人）,广西,1983,3278.00000
            乡村人口数（万人）,海南,1983,524.91000
            乡村人口数（万人）,贵州,1983,2350.50000
            乡村人口数（万人）,云南,1983,2858.80000
            乡村人口数（万人）,西藏,1983,171.30000
            乡村人口数（万人）,甘肃,1983,1674.93000
            乡村人口数（万人）,青海,1983,315.32000
            乡村人口数（万人）,宁夏,1983,323.31000
            乡村人口数（万人）,新疆,1983,889.59000
            乡村人口所占比率（%）,安徽,1983,85.28000
            户籍人口（万人）,天津,1983,785.28000
            户籍人口（万人）,内蒙古,1983,1969.80000
            户籍人口（万人）,辽宁,1983,3629.00000
            户籍人口（万人）,吉林,1983,2269.50000
            户籍人口（万人）,江苏,1983,6134.99000
            户籍人口（万人）,浙江,1983,3963.10000
            户籍人口（万人）,安徽,1983,5056.00000
            户籍人口（万人）,山东,1983,7564.00000
            户籍人口（万人）,湖南,1983,5509.43000
            户籍人口（万人）,广西,1983,3733.00000
            户籍人口（万人）,海南,1983,580.66000
            户籍人口（万人）,重庆,1983,2738.63000
            户籍人口（万人）,贵州,1983,2901.46000
            户籍人口（万人）,西藏,1983,189.25000
            户籍人口（万人）,陕西,1983,2931.00000
            户籍人口（万人）,宁夏,1983,399.05000
            户籍人口（万人）,新疆,1983,1333.30000
            人口出生率（‰）,北京,1983,15.63000
            人口出生率（‰）,天津,1983,17.14000
            人口出生率（‰）,河北,1983,17.90000
            人口出生率（‰）,山西,1983,20.81000
            人口出生率（‰）,内蒙古,1983,20.00000
            人口出生率（‰）,辽宁,1983,13.40000
            人口出生率（‰）,吉林,1983,12.38000
            人口出生率（‰）,黑龙江,1983,17.54000
            人口出生率（‰）,上海,1983,15.00000
            人口出生率（‰）,江苏,1983,11.97000
            人口出生率（‰）,浙江,1983,15.89000
            人口出生率（‰）,安徽,1983,17.75000
            人口出生率（‰）,福建,1983,24.53000
            人口出生率（‰）,江西,1983,21.92000
            人口出生率（‰）,山东,1983,12.76000
            人口出生率（‰）,河南,1983,20.38000
            人口出生率（‰）,湖北,1983,20.53000
            人口出生率（‰）,湖南,1983,16.48000
            人口出生率（‰）,广东,1983,21.00000
            人口出生率（‰）,广西,1983,18.52000
            人口出生率（‰）,海南,1983,19.31000
            人口出生率（‰）,重庆,1983,11.86000
