指标,地区,时间,数值
            总人口（万人）,北京,1982,935.00000
            总人口（万人）,天津,1982,774.92000
            总人口（万人）,河北,1982,5356.00000
            总人口（万人）,山西,1982,2546.00000
            总人口（万人）,内蒙古,1982,1941.60000
            总人口（万人）,辽宁,1982,3592.10000
            总人口（万人）,吉林,1982,2257.60000
            总人口（万人）,黑龙江,1982,3281.10000
            总人口（万人）,上海,1982,1180.51000
            总人口（万人）,江苏,1982,6088.94000
            总人口（万人）,浙江,1982,3924.32000
            总人口（万人）,安徽,1982,5016.00000
            总人口（万人）,福建,1982,2620.00000
            总人口（万人）,江西,1982,3348.35000
            总人口（万人）,山东,1982,7494.00000
            总人口（万人）,河南,1982,7519.00000
            总人口（万人）,湖北,1982,4800.92000
            总人口（万人）,湖南,1982,5452.12000
            总人口（万人）,广东,1982,5415.32000
            总人口（万人）,广西,1982,3684.00000
            总人口（万人）,海南,1982,571.38000
            总人口（万人）,重庆,1982,2721.69000
            总人口（万人）,四川,1982,7300.40000
            总人口（万人）,贵州,1982,2875.21000
            总人口（万人）,云南,1982,3283.10000
            总人口（万人）,西藏,1982,185.96000
            总人口（万人）,陕西,1982,2904.13000
            总人口（万人）,甘肃,1982,1974.88000
            总人口（万人）,青海,1982,392.79000
            总人口（万人）,宁夏,1982,393.04000
            总人口（万人）,新疆,1982,1315.90000
            城镇人口数（万人）,北京,1982,544.00000
            城镇人口数（万人）,天津,1982,410.70000
            城镇人口数（万人）,山西,1982,546.62620
            城镇人口数（万人）,内蒙古,1982,565.20000
            城镇人口数（万人）,辽宁,1982,1340.00000
            城镇人口数（万人）,吉林,1982,893.90000
            城镇人口数（万人）,黑龙江,1982,1309.40000
            城镇人口数（万人）,上海,1982,449.20000
            城镇人口数（万人）,江苏,1982,953.63000
            城镇人口数（万人）,江西,1982,651.25380
            城镇人口数（万人）,山东,1982,774.00000
            城镇人口数（万人）,河南,1982,1084.23980
            城镇人口数（万人）,湖北,1982,848.76000
            城镇人口数（万人）,湖南,1982,774.75000
            城镇人口数（万人）,广东,1982,971.43000
            城镇人口数（万人）,广西,1982,451.00000
            城镇人口数（万人）,海南,1982,43.45000
            城镇人口数（万人）,贵州,1982,542.13000
            城镇人口数（万人）,云南,1982,433.00000
            城镇人口数（万人）,西藏,1982,18.30000
            城镇人口数（万人）,甘肃,1982,305.83000
            城镇人口数（万人）,青海,1982,79.82000
            城镇人口数（万人）,宁夏,1982,72.98000
            城镇人口数（万人）,新疆,1982,374.81000
            城镇人口所占比率（%）,安徽,1982,14.26000
            乡村人口数（万人）,北京,1982,391.00000
            乡村人口数（万人）,天津,1982,364.21000
            乡村人口数（万人）,山西,1982,1999.37380
            乡村人口数（万人）,内蒙古,1982,1376.40000
            乡村人口数（万人）,辽宁,1982,2252.00000
            乡村人口数（万人）,吉林,1982,1363.70000
            乡村人口数（万人）,黑龙江,1982,1971.70000
            乡村人口数（万人）,上海,1982,731.31000
            乡村人口数（万人）,江苏,1982,5135.31000
            乡村人口数（万人）,江西,1982,2697.09470
            乡村人口数（万人）,山东,1982,6720.00000
            乡村人口数（万人）,河南,1982,6434.76020
            乡村人口数（万人）,湖北,1982,3952.16000
            乡村人口数（万人）,湖南,1982,4677.37000
            乡村人口数（万人）,广东,1982,4443.89000
            乡村人口数（万人）,广西,1982,3233.00000
            乡村人口数（万人）,海南,1982,527.93000
            乡村人口数（万人）,贵州,1982,2333.08000
            乡村人口数（万人）,云南,1982,2850.10000
            乡村人口数（万人）,西藏,1982,167.66000
            乡村人口数（万人）,甘肃,1982,1669.05000
            乡村人口数（万人）,青海,1982,312.97000
            乡村人口数（万人）,宁夏,1982,320.06000
            乡村人口数（万人）,新疆,1982,941.09000
            乡村人口所占比率（%）,安徽,1982,85.74000
            户籍人口（万人）,天津,1982,774.92000
            户籍人口（万人）,内蒙古,1982,1941.60000
            户籍人口（万人）,辽宁,1982,3592.00000
            户籍人口（万人）,吉林,1982,2257.60000
            户籍人口（万人）,江苏,1982,6088.94000
            户籍人口（万人）,浙江,1982,3924.32000
            户籍人口（万人）,安徽,1982,5016.00000
            户籍人口（万人）,江西,1982,3348.30000
            户籍人口（万人）,山东,1982,7494.00000
            户籍人口（万人）,湖南,1982,5452.12000
            户籍人口（万人）,广西,1982,3684.00000
            户籍人口（万人）,海南,1982,571.38000
            户籍人口（万人）,重庆,1982,2721.69000
            户籍人口（万人）,贵州,1982,2875.21000
            户籍人口（万人）,西藏,1982,185.96000
            户籍人口（万人）,陕西,1982,2904.00000
            户籍人口（万人）,甘肃,1982,1974.88000
            户籍人口（万人）,宁夏,1982,393.04000
            户籍人口（万人）,新疆,1982,1315.90000
            人口出生率（‰）,北京,1982,20.04000
            人口出生率（‰）,天津,1982,20.05000
            人口出生率（‰）,河北,1982,19.40000
            人口出生率（‰）,山西,1982,21.07000
            人口出生率（‰）,内蒙古,1982,21.20000
            人口出生率（‰）,辽宁,1982,18.90000
            人口出生率（‰）,吉林,1982,16.76000
            人口出生率（‰）,黑龙江,1982,15.52000
            人口出生率（‰）,上海,1982,18.50000
            人口出生率（‰）,江苏,1982,16.43000
            人口出生率（‰）,浙江,1982,18.31000
            人口出生率（‰）,安徽,1982,18.38000
            人口出生率（‰）,福建,1982,27.91000
            人口出生率（‰）,江西,1982,19.18000
            人口出生率（‰）,山东,1982,17.05000
            人口出生率（‰）,河南,1982,20.62000
            人口出生率（‰）,湖北,1982,17.26000
            人口出生率（‰）,湖南,1982,21.98000
            人口出生率（‰）,广东,1982,23.09000
            人口出生率（‰）,广西,1982,26.88000
            人口出生率（‰）,海南,1982,22.44000
            人口出生率（‰）,重庆,1982,16.66000
            人口出生率（‰）,四川,1982,15.80000
            人口出生率（‰）,贵州,1982,24.81000
            人口出生率（‰）,云南,1982,23.80000
            人口出生率（‰）,西藏,1982,24.40000
            人口出生率（‰）,陕西,1982,19.02000
            人口出生率（‰）,甘肃,1982,19.30000
            人口出生率（‰）,青海,1982,19.46000
            人口出生率（‰）,宁夏,1982,28.95000
            人口出生率（‰）,新疆,1982,21.16000
            人口死亡率（‰）,北京,1982,5.68000
            人口死亡率（‰）,天津,1982,5.64000
            人口死亡率（‰）,河北,1982,5.90000
            人口死亡率（‰）,山西,1982,6.64000
            人口死亡率（‰）,内蒙古,1982,5.70000
            人口死亡率（‰）,辽宁,1982,5.40000
            人口死亡率（‰）,吉林,1982,5.83000
            人口死亡率（‰）,黑龙江,1982,4.88000
            人口死亡率（‰）,上海,1982,6.30000
            人口死亡率（‰）,江苏,1982,5.75000
            人口死亡率（‰）,浙江,1982,5.94000
            人口死亡率（‰）,安徽,1982,4.78000
            人口死亡率（‰）,福建,1982,6.35000
            人口死亡率（‰）,江西,1982,6.07000
            人口死亡率（‰）,山东,1982,6.10000
            人口死亡率（‰）,河南,1982,6.21000
            人口死亡率（‰）,湖北,1982,7.20000
            人口死亡率（‰）,湖南,1982,6.77000
            人口死亡率（‰）,广东,1982,5.92000
            人口死亡率（‰）,广西,1982,5.64000
            人口死亡率（‰）,海南,1982,4.58000
            人口死亡率（‰）,重庆,1982,6.83000
            人口死亡率（‰）,四川,1982,6.90000
            人口死亡率（‰）,贵州,1982,7.60000
            人口死亡率（‰）,云南,1982,9.88000
            人口死亡率（‰）,西藏,1982,8.80000
            人口死亡率（‰）,陕西,1982,6.67000
            人口死亡率（‰）,甘肃,1982,5.60000
            人口死亡率（‰）,青海,1982,5.10000
            人口死亡率（‰）,宁夏,1982,5.82000
            人口死亡率（‰）,新疆,1982,6.65000
            人口自然增长率（‰）,北京,1982,14.36000
            人口自然增长率（‰）,天津,1982,14.41000
            人口自然增长率（‰）,河北,1982,13.40000
            人口自然增长率（‰）,山西,1982,14.43000
            人口自然增长率（‰）,内蒙古,1982,15.50000
            人口自然增长率（‰）,辽宁,1982,13.40000
            人口自然增长率（‰）,吉林,1982,10.93000
            人口自然增长率（‰）,黑龙江,1982,10.64000
            人口自然增长率（‰）,上海,1982,12.20000
            人口自然增长率（‰）,江苏,1982,10.68000
            人口自然增长率（‰）,浙江,1982,12.37000
            人口自然增长率（‰）,安徽,1982,13.60000
