指标,地区,时间,数值
            总人口（万人）,北京,1979,897.10000
            总人口（万人）,天津,1979,739.42000
            总人口（万人）,河北,1979,5105.00000
            总人口（万人）,山西,1979,2447.20000
            总人口（万人）,内蒙古,1979,1851.80000
            总人口（万人）,辽宁,1979,3442.00000
            总人口（万人）,吉林,1979,2184.60000
            总人口（万人）,黑龙江,1979,3168.70000
            总人口（万人）,上海,1979,1132.14000
            总人口（万人）,江苏,1979,5892.55000
            总人口（万人）,浙江,1979,3792.33000
            总人口（万人）,安徽,1979,4803.00000
            总人口（万人）,福建,1979,2487.00000
            总人口（万人）,江西,1979,3228.98000
            总人口（万人）,山东,1979,7232.00000
            总人口（万人）,河南,1979,7189.00000
            总人口（万人）,湖北,1979,4632.78000
            总人口（万人）,湖南,1979,5223.05000
            总人口（万人）,广东,1979,5140.50000
            总人口（万人）,广西,1979,3470.00000
            总人口（万人）,海南,1979,540.30000
            总人口（万人）,重庆,1979,2653.69000
            总人口（万人）,四川,1979,7120.50000
            总人口（万人）,贵州,1979,2730.99000
            总人口（万人）,云南,1979,3134.79000
            总人口（万人）,西藏,1979,178.82000
            总人口（万人）,陕西,1979,2806.57000
            总人口（万人）,甘肃,1979,1893.79000
            总人口（万人）,青海,1979,372.02000
            总人口（万人）,宁夏,1979,364.14000
            总人口（万人）,新疆,1979,1255.97000
            城镇人口数（万人）,北京,1979,510.30000
            城镇人口数（万人）,天津,1979,380.57000
            城镇人口数（万人）,山西,1979,484.79032
            城镇人口数（万人）,内蒙古,1979,480.00000
            城镇人口数（万人）,辽宁,1979,1165.00000
            城镇人口数（万人）,吉林,1979,810.40000
            城镇人口数（万人）,黑龙江,1979,1181.40000
            城镇人口数（万人）,上海,1979,444.76000
            城镇人口数（万人）,江苏,1979,874.22000
            城镇人口数（万人）,江西,1979,563.02940
            城镇人口数（万人）,山东,1979,661.00000
            城镇人口数（万人）,河南,1979,993.51980
            城镇人口数（万人）,湖北,1979,747.92000
            城镇人口数（万人）,湖南,1979,639.60000
            城镇人口数（万人）,广东,1979,868.66000
            城镇人口数（万人）,广西,1979,373.00000
            城镇人口数（万人）,海南,1979,46.02000
            城镇人口数（万人）,贵州,1979,520.82000
            城镇人口数（万人）,云南,1979,388.31000
            城镇人口数（万人）,西藏,1979,20.22000
            城镇人口数（万人）,甘肃,1979,279.89000
            城镇人口数（万人）,青海,1979,71.06000
            城镇人口数（万人）,宁夏,1979,64.48000
            城镇人口数（万人）,新疆,1979,361.20000
            城镇人口所占比率（%）,安徽,1979,12.97000
            乡村人口数（万人）,北京,1979,386.80000
            乡村人口数（万人）,天津,1979,358.85000
            乡村人口数（万人）,山西,1979,1962.40968
            乡村人口数（万人）,内蒙古,1979,1371.80000
            乡村人口数（万人）,辽宁,1979,2278.00000
