指标,地区,时间,数值
    地区生产总值（当年价）（亿元）,全国总计,2010,401512.79521
    地区生产总值（当年价）（亿元）,全国总计,2011,473104.04865
    地区生产总值（当年价）（亿元）,    北京,2010,14113.58000
    地区生产总值（当年价）（亿元）,    北京,2011,16251.93000
    地区生产总值（当年价）（亿元）,    天津,2010,9224.46000
    地区生产总值（当年价）（亿元）,    天津,2011,11307.28000
    地区生产总值（当年价）（亿元）,    河北,2010,20394.26000
    地区生产总值（当年价）（亿元）,    河北,2011,24515.76000
    地区生产总值（当年价）（亿元）,    山西,2010,9200.86000
    地区生产总值（当年价）（亿元）,    山西,2011,11237.55000
    地区生产总值（当年价）（亿元）,    内蒙古,2010,11672.00000
    地区生产总值（当年价）（亿元）,    内蒙古,2011,14359.88000
    地区生产总值（当年价）（亿元）,    辽宁,2010,18457.27000
    地区生产总值（当年价）（亿元）,    辽宁,2011,22226.70000
    地区生产总值（当年价）（亿元）,    吉林,2010,8667.58000
    地区生产总值（当年价）（亿元）,    吉林,2011,10568.83000
    地区生产总值（当年价）（亿元）,    黑龙江,2010,10368.60000
    地区生产总值（当年价）（亿元）,    黑龙江,2011,12582.00000
    地区生产总值（当年价）（亿元）,    上海,2010,17165.98000
    地区生产总值（当年价）（亿元）,    上海,2011,19195.69000
    地区生产总值（当年价）（亿元）,    江苏,2010,41425.48000
    地区生产总值（当年价）（亿元）,    江苏,2011,49110.27000
    地区生产总值（当年价）（亿元）,    浙江,2010,27722.31000
    地区生产总值（当年价）（亿元）,    浙江,2011,32318.85000
    地区生产总值（当年价）（亿元）,    安徽,2010,12359.33000
    地区生产总值（当年价）（亿元）,    安徽,2011,15300.65000
    地区生产总值（当年价）（亿元）,    福建,2010,14737.12000
    地区生产总值（当年价）（亿元）,    福建,2011,17560.18000
    地区生产总值（当年价）（亿元）,    江西,2010,9451.26000
    地区生产总值（当年价）（亿元）,    江西,2011,11702.82000
    地区生产总值（当年价）（亿元）,    山东,2010,39169.92000
    地区生产总值（当年价）（亿元）,    山东,2011,45361.85000
    地区生产总值（当年价）（亿元）,    河南,2010,23092.36000
    地区生产总值（当年价）（亿元）,    河南,2011,26931.03000
    地区生产总值（当年价）（亿元）,    湖北,2010,15967.61000
    地区生产总值（当年价）（亿元）,    湖北,2011,19632.26000
    地区生产总值（当年价）（亿元）,    湖南,2010,16037.96000
    地区生产总值（当年价）（亿元）,    湖南,2011,19669.56000
    地区生产总值（当年价）（亿元）,    广东,2010,46013.06000
    地区生产总值（当年价）（亿元）,    广东,2011,53210.28000
    地区生产总值（当年价）（亿元）,    广西,2010,9569.85000
    地区生产总值（当年价）（亿元）,    广西,2011,11720.87000
    地区生产总值（当年价）（亿元）,    海南,2010,2064.50000
    地区生产总值（当年价）（亿元）,    海南,2011,2522.66000
    地区生产总值（当年价）（亿元）,    重庆,2010,7925.58000
    地区生产总值（当年价）（亿元）,    重庆,2011,10011.37000
    地区生产总值（当年价）（亿元）,    四川,2010,17185.48000
    地区生产总值（当年价）（亿元）,    四川,2011,21026.68000
    地区生产总值（当年价）（亿元）,    贵州,2010,4602.16000
    地区生产总值（当年价）（亿元）,    贵州,2011,5701.84000
    地区生产总值（当年价）（亿元）,    云南,2010,7224.18000
    地区生产总值（当年价）（亿元）,    云南,2011,8893.12000
    地区生产总值（当年价）（亿元）,    西藏,2010,507.46000
    地区生产总值（当年价）（亿元）,    西藏,2011,605.83000
    地区生产总值（当年价）（亿元）,    陕西,2010,10123.48000
    地区生产总值（当年价）（亿元）,    陕西,2011,12512.30000
    地区生产总值（当年价）（亿元）,    甘肃,2010,4120.75000
    地区生产总值（当年价）（亿元）,    甘肃,2011,5020.37000
    地区生产总值（当年价）（亿元）,    青海,2010,1350.43000
    地区生产总值（当年价）（亿元）,    青海,2011,1670.44000
    地区生产总值（当年价）（亿元）,    宁夏,2010,1689.65000
    地区生产总值（当年价）（亿元）,    宁夏,2011,2102.21000
    地区生产总值（当年价）（亿元）,    新疆,2010,5437.47000
    地区生产总值（当年价）（亿元）,    新疆,2011,6610.05000
        第一产业增加值（亿元）,全国总计,2010,40533.60000
        第一产业增加值（亿元）,全国总计,2011,47486.21059
        第一产业增加值（亿元）,    北京,2010,124.36000
        第一产业增加值（亿元）,    北京,2011,136.27000
        第一产业增加值（亿元）,    天津,2010,145.58000
        第一产业增加值（亿元）,    天津,2011,159.72000
        第一产业增加值（亿元）,    河北,2010,2562.81000
        第一产业增加值（亿元）,    河北,2011,2905.73000
        第一产业增加值（亿元）,    山西,2010,554.48000
        第一产业增加值（亿元）,    山西,2011,641.42000
        第一产业增加值（亿元）,    内蒙古,2010,1095.28000
        第一产业增加值（亿元）,    内蒙古,2011,1306.30000
        第一产业增加值（亿元）,    辽宁,2010,1631.08000
        第一产业增加值（亿元）,    辽宁,2011,1915.57000
        第一产业增加值（亿元）,    吉林,2010,1050.15000
        第一产业增加值（亿元）,    吉林,2011,1277.44000
        第一产业增加值（亿元）,    黑龙江,2010,1302.90000
        第一产业增加值（亿元）,    黑龙江,2011,1701.50000
        第一产业增加值（亿元）,    上海,2010,114.15000
        第一产业增加值（亿元）,    上海,2011,124.94000
        第一产业增加值（亿元）,    江苏,2010,2540.10000
        第一产业增加值（亿元）,    江苏,2011,3064.77000
        第一产业增加值（亿元）,    浙江,2010,1360.56000
        第一产业增加值（亿元）,    浙江,2011,1583.04000
        第一产业增加值（亿元）,    安徽,2010,1729.02000
        第一产业增加值（亿元）,    安徽,2011,2015.31000
        第一产业增加值（亿元）,    福建,2010,1363.67000
        第一产业增加值（亿元）,    福建,2011,1612.24000
        第一产业增加值（亿元）,    江西,2010,1206.98000
        第一产业增加值（亿元）,    江西,2011,1391.07000
        第一产业增加值（亿元）,    山东,2010,3588.28000
        第一产业增加值（亿元）,    山东,2011,3973.85000
        第一产业增加值（亿元）,    河南,2010,3258.09000
        第一产业增加值（亿元）,    河南,2011,3512.24000
        第一产业增加值（亿元）,    湖北,2010,2147.00000
        第一产业增加值（亿元）,    湖北,2011,2569.30000
        第一产业增加值（亿元）,    湖南,2010,2325.50000
        第一产业增加值（亿元）,    湖南,2011,2768.03000
        第一产业增加值（亿元）,    广东,2010,2286.98000
        第一产业增加值（亿元）,    广东,2011,2665.20000
        第一产业增加值（亿元）,    广西,2010,1675.06000
        第一产业增加值（亿元）,    广西,2011,2047.23000
        第一产业增加值（亿元）,    海南,2010,539.83000
        第一产业增加值（亿元）,    海南,2011,659.23000
        第一产业增加值（亿元）,    重庆,2010,685.38000
        第一产业增加值（亿元）,    重庆,2011,844.52000
        第一产业增加值（亿元）,    四川,2010,2482.89000
        第一产业增加值（亿元）,    四川,2011,2983.51000
        第一产业增加值（亿元）,    贵州,2010,625.03000
        第一产业增加值（亿元）,    贵州,2011,726.22000
        第一产业增加值（亿元）,    云南,2010,1108.38000
        第一产业增加值（亿元）,    云南,2011,1411.01000
        第一产业增加值（亿元）,    西藏,2010,68.72000
        第一产业增加值（亿元）,    西藏,2011,74.47000
        第一产业增加值（亿元）,    陕西,2010,988.45000
        第一产业增加值（亿元）,    陕西,2011,1220.90000
        第一产业增加值（亿元）,    甘肃,2010,599.28000
        第一产业增加值（亿元）,    甘肃,2011,678.75000
        第一产业增加值（亿元）,    青海,2010,134.92000
        第一产业增加值（亿元）,    青海,2011,155.08000
        第一产业增加值（亿元）,    宁夏,2010,159.29000
        第一产业增加值（亿元）,    宁夏,2011,184.14000
        第一产业增加值（亿元）,    新疆,2010,1078.63000
        第一产业增加值（亿元）,    新疆,2011,1139.03000
        第二产业增加值（亿元）,全国总计,2010,187383.21125
        第二产业增加值（亿元）,全国总计,2011,220412.81431
        第二产业增加值（亿元）,    北京,2010,3388.38000
        第二产业增加值（亿元）,    北京,2011,3752.48000
        第二产业增加值（亿元）,    天津,2010,4840.23000
        第二产业增加值（亿元）,    天津,2011,5928.32000
        第二产业增加值（亿元）,    河北,2010,10707.68000
        第二产业增加值（亿元）,    河北,2011,13126.86000
        第二产业增加值（亿元）,    山西,2010,5234.00000
        第二产业增加值（亿元）,    山西,2011,6635.26000
        第二产业增加值（亿元）,    内蒙古,2010,6367.69000
        第二产业增加值（亿元）,    内蒙古,2011,8037.69000
        第二产业增加值（亿元）,    辽宁,2010,9976.82000
        第二产业增加值（亿元）,    辽宁,2011,12152.15000
        第二产业增加值（亿元）,    吉林,2010,4506.31000
        第二产业增加值（亿元）,    吉林,2011,5611.48000
        第二产业增加值（亿元）,    黑龙江,2010,5204.11000
        第二产业增加值（亿元）,    黑龙江,2011,6330.53000
        第二产业增加值（亿元）,    上海,2010,7218.32000
        第二产业增加值（亿元）,    上海,2011,7927.89000
        第二产业增加值（亿元）,    江苏,2010,21753.93000
        第二产业增加值（亿元）,    江苏,2011,25203.28000
        第二产业增加值（亿元）,    浙江,2010,14297.93000
        第二产业增加值（亿元）,    浙江,2011,16555.58000
        第二产业增加值（亿元）,    安徽,2010,6436.62000
        第二产业增加值（亿元）,    安徽,2011,8309.38000
        第二产业增加值（亿元）,    福建,2010,7522.83000
        第二产业增加值（亿元）,    福建,2011,9069.20000
        第二产业增加值（亿元）,    江西,2010,5122.88000
        第二产业增加值（亿元）,    江西,2011,6390.55000
        第二产业增加值（亿元）,    山东,2010,21238.49000
        第二产业增加值（亿元）,    山东,2011,24017.11000
        第二产业增加值（亿元）,    河南,2010,13226.38000
        第二产业增加值（亿元）,    河南,2011,15427.08000
        第二产业增加值（亿元）,    湖北,2010,7767.24000
        第二产业增加值（亿元）,    湖北,2011,9815.94000
        第二产业增加值（亿元）,    湖南,2010,7343.19000
        第二产业增加值（亿元）,    湖南,2011,9361.99000
        第二产业增加值（亿元）,    广东,2010,23014.53000
        第二产业增加值（亿元）,    广东,2011,26447.38000
        第二产业增加值（亿元）,    广西,2010,4511.68000
        第二产业增加值（亿元）,    广西,2011,5675.32000
        第二产业增加值（亿元）,    海南,2010,571.00000
        第二产业增加值（亿元）,    海南,2011,714.50000
        第二产业增加值（亿元）,    重庆,2010,4359.12000
        第二产业增加值（亿元）,    重庆,2011,5543.04000
        第二产业增加值（亿元）,    四川,2010,8672.18000
        第二产业增加值（亿元）,    四川,2011,11029.13000
        第二产业增加值（亿元）,    贵州,2010,1800.06000
        第二产业增加值（亿元）,    贵州,2011,2194.33000
        第二产业增加值（亿元）,    云南,2010,3223.49000
        第二产业增加值（亿元）,    云南,2011,3780.32000
        第二产业增加值（亿元）,    西藏,2010,163.92000
        第二产业增加值（亿元）,    西藏,2011,208.79000
        第二产业增加值（亿元）,    陕西,2010,5446.10000
        第二产业增加值（亿元）,    陕西,2011,6935.59000
        第二产业增加值（亿元）,    甘肃,2010,1984.97000
        第二产业增加值（亿元）,    甘肃,2011,2377.83000
        第二产业增加值（亿元）,    青海,2010,744.63000
        第二产业增加值（亿元）,    青海,2011,975.18000
        第二产业增加值（亿元）,    宁夏,2010,827.91000
        第二产业增加值（亿元）,    宁夏,2011,1056.15000
        第二产业增加值（亿元）,    新疆,2010,2592.15000
        第二产业增加值（亿元）,    新疆,2011,3225.90000
            工业增加值（亿元）,全国总计,2010,160722.23170
            工业增加值（亿元）,全国总计,2011,188470.15310
            工业增加值（亿元）,    北京,2010,2763.99000
            工业增加值（亿元）,    北京,2011,3048.79000
            工业增加值（亿元）,    天津,2010,4410.85000
            工业增加值（亿元）,    天津,2011,5430.84000
            工业增加值（亿元）,    河北,2010,9554.03000
            工业增加值（亿元）,    河北,2011,11770.38000
            工业增加值（亿元）,    山西,2010,4657.97000
            工业增加值（亿元）,    山西,2011,5959.96000
            工业增加值（亿元）,    内蒙古,2010,5618.40000
            工业增加值（亿元）,    内蒙古,2011,7101.60000
            工业增加值（亿元）,    辽宁,2010,8789.27000
            工业增加值（亿元）,    辽宁,2011,10696.54000
            工业增加值（亿元）,    吉林,2010,3929.31000
            工业增加值（亿元）,    吉林,2011,4917.95000
            工业增加值（亿元）,    黑龙江,2010,4608.27000
            工业增加值（亿元）,    黑龙江,2011,5602.76000
            工业增加值（亿元）,    上海,2010,6536.21000
            工业增加值（亿元）,    上海,2011,7208.59000
            工业增加值（亿元）,    江苏,2010,19277.65000
            工业增加值（亿元）,    江苏,2011,22280.61000
            工业增加值（亿元）,    浙江,2010,12657.78000
            工业增加值（亿元）,    浙江,2011,14683.03000
            工业增加值（亿元）,    安徽,2010,5407.40000
            工业增加值（亿元）,    安徽,2011,7062.00000
            工业增加值（亿元）,    福建,2010,6397.71000
            工业增加值（亿元）,    福建,2011,7675.09000
            工业增加值（亿元）,    江西,2010,4286.76000
            工业增加值（亿元）,    江西,2011,5411.86000
            工业增加值（亿元）,    山东,2010,18861.45000
            工业增加值（亿元）,    山东,2011,21275.89000
            工业增加值（亿元）,    河南,2010,11950.88000
            工业增加值（亿元）,    河南,2011,13949.32000
            工业增加值（亿元）,    湖北,2010,6726.53000
            工业增加值（亿元）,    湖北,2011,8538.04000
            工业增加值（亿元）,    湖南,2010,6305.11000
            工业增加值（亿元）,    湖南,2011,8122.75000
            工业增加值（亿元）,    广东,2010,21462.72000
            工业增加值（亿元）,    广东,2011,24649.60000
            工业增加值（亿元）,    广西,2010,3860.46000
            工业增加值（亿元）,    广西,2011,4851.37000
            工业增加值（亿元）,    海南,2010,385.21000
            工业增加值（亿元）,    海南,2011,475.04000
            工业增加值（亿元）,    重庆,2010,3697.83000
            工业增加值（亿元）,    重庆,2011,4690.46000
            工业增加值（亿元）,    四川,2010,7431.45000
            工业增加值（亿元）,    四川,2011,9491.05000
            工业增加值（亿元）,    贵州,2010,1516.87000
            工业增加值（亿元）,    贵州,2011,1829.20000
            工业增加值（亿元）,    云南,2010,2604.07000
            工业增加值（亿元）,    云南,2011,2994.30000
            工业增加值（亿元）,    西藏,2010,39.73000
            工业增加值（亿元）,    西藏,2011,48.18000
            工业增加值（亿元）,    陕西,2010,4558.97000
            工业增加值（亿元）,    陕西,2011,5857.92000
            工业增加值（亿元）,    甘肃,2010,1602.87000
            工业增加值（亿元）,    甘肃,2011,1923.95000
            工业增加值（亿元）,    青海,2010,613.65000
            工业增加值（亿元）,    青海,2011,811.73000
            工业增加值（亿元）,    宁夏,2010,643.05000
            工业增加值（亿元）,    宁夏,2011,816.79000
            工业增加值（亿元）,    新疆,2010,2161.39000
            工业增加值（亿元）,    新疆,2011,2700.20000
            建筑业增加值（亿元）,全国总计,2010,26660.97956
            建筑业增加值（亿元）,全国总计,2011,31942.66120
            建筑业增加值（亿元）,    北京,2010,624.39000
            建筑业增加值（亿元）,    北京,2011,703.69000
            建筑业增加值（亿元）,    天津,2010,429.38000
            建筑业增加值（亿元）,    天津,2011,497.48000
            建筑业增加值（亿元）,    河北,2010,1153.65000
            建筑业增加值（亿元）,    河北,2011,1356.48000
            建筑业增加值（亿元）,    山西,2010,576.03000
            建筑业增加值（亿元）,    山西,2011,675.30000
            建筑业增加值（亿元）,    内蒙古,2010,749.29000
            建筑业增加值（亿元）,    内蒙古,2011,936.09000
            建筑业增加值（亿元）,    辽宁,2010,1187.55000
            建筑业增加值（亿元）,    辽宁,2011,1455.61000
            建筑业增加值（亿元）,    吉林,2010,577.00000
            建筑业增加值（亿元）,    吉林,2011,693.53000
