指标,地区,时间,数值
    地区生产总值（当年价）（亿元）,全国总计,2002,120332.68927
    地区生产总值（当年价）（亿元）,全国总计,2003,135822.75615
    地区生产总值（当年价）（亿元）,    北京,2002,4330.40000
    地区生产总值（当年价）（亿元）,    北京,2003,5023.77000
    地区生产总值（当年价）（亿元）,    天津,2002,2150.76337
    地区生产总值（当年价）（亿元）,    天津,2003,2578.03000
    地区生产总值（当年价）（亿元）,    河北,2002,6018.28000
    地区生产总值（当年价）（亿元）,    河北,2003,6921.29000
    地区生产总值（当年价）（亿元）,    山西,2002,2324.80000
    地区生产总值（当年价）（亿元）,    山西,2003,2855.23000
    地区生产总值（当年价）（亿元）,    内蒙古,2002,1940.94000
    地区生产总值（当年价）（亿元）,    内蒙古,2003,2388.38000
    地区生产总值（当年价）（亿元）,    辽宁,2002,5458.22000
    地区生产总值（当年价）（亿元）,    辽宁,2003,6002.54000
    地区生产总值（当年价）（亿元）,    吉林,2002,2348.54000
    地区生产总值（当年价）（亿元）,    吉林,2003,2662.08000
    地区生产总值（当年价）（亿元）,    黑龙江,2002,3637.20000
    地区生产总值（当年价）（亿元）,    黑龙江,2003,4057.40000
    地区生产总值（当年价）（亿元）,    上海,2002,5741.03000
    地区生产总值（当年价）（亿元）,    上海,2003,6694.23000
    地区生产总值（当年价）（亿元）,    江苏,2002,10606.85000
    地区生产总值（当年价）（亿元）,    江苏,2003,12442.87000
    地区生产总值（当年价）（亿元）,    浙江,2002,8003.66999
    地区生产总值（当年价）（亿元）,    浙江,2003,9705.02000
    地区生产总值（当年价）（亿元）,    安徽,2002,3519.71951
    地区生产总值（当年价）（亿元）,    安徽,2003,3923.10000
    地区生产总值（当年价）（亿元）,    福建,2002,4467.55000
    地区生产总值（当年价）（亿元）,    福建,2003,4983.67000
    地区生产总值（当年价）（亿元）,    江西,2002,2450.48000
    地区生产总值（当年价）（亿元）,    江西,2003,2807.41000
    地区生产总值（当年价）（亿元）,    山东,2002,10275.49567
    地区生产总值（当年价）（亿元）,    山东,2003,12078.15000
    地区生产总值（当年价）（亿元）,    河南,2002,6035.48000
    地区生产总值（当年价）（亿元）,    河南,2003,6867.70000
    地区生产总值（当年价）（亿元）,    湖北,2002,4212.82000
    地区生产总值（当年价）（亿元）,    湖北,2003,4757.45000
    地区生产总值（当年价）（亿元）,    湖南,2002,4151.54000
    地区生产总值（当年价）（亿元）,    湖南,2003,4659.99000
    地区生产总值（当年价）（亿元）,    广东,2002,13502.42486
    地区生产总值（当年价）（亿元）,    广东,2003,15844.64000
    地区生产总值（当年价）（亿元）,    广西,2002,2523.73000
    地区生产总值（当年价）（亿元）,    广西,2003,2821.11000
    地区生产总值（当年价）（亿元）,    海南,2002,621.97402
    地区生产总值（当年价）（亿元）,    海南,2003,693.20000
    地区生产总值（当年价）（亿元）,    重庆,2002,1990.01000
    地区生产总值（当年价）（亿元）,    重庆,2003,2272.82000
    地区生产总值（当年价）（亿元）,    四川,2002,4725.01340
    地区生产总值（当年价）（亿元）,    四川,2003,5333.09000
    地区生产总值（当年价）（亿元）,    贵州,2002,1243.43000
    地区生产总值（当年价）（亿元）,    贵州,2003,1426.34000
    地区生产总值（当年价）（亿元）,    云南,2002,2312.82000
    地区生产总值（当年价）（亿元）,    云南,2003,2556.02000
    地区生产总值（当年价）（亿元）,    西藏,2002,166.55825
    地区生产总值（当年价）（亿元）,    西藏,2003,189.09000
    地区生产总值（当年价）（亿元）,    陕西,2002,2253.39000
    地区生产总值（当年价）（亿元）,    陕西,2003,2587.72000
    地区生产总值（当年价）（亿元）,    甘肃,2002,1232.03020
    地区生产总值（当年价）（亿元）,    甘肃,2003,1399.83000
    地区生产总值（当年价）（亿元）,    青海,2002,340.65000
    地区生产总值（当年价）（亿元）,    青海,2003,390.20000
    地区生产总值（当年价）（亿元）,    宁夏,2002,377.15519
    地区生产总值（当年价）（亿元）,    宁夏,2003,445.36000
    地区生产总值（当年价）（亿元）,    新疆,2002,1612.65000
    地区生产总值（当年价）（亿元）,    新疆,2003,1886.35000
        第一产业增加值（亿元）,全国总计,2002,16537.01966
        第一产业增加值（亿元）,全国总计,2003,17381.71770
        第一产业增加值（亿元）,    北京,2002,98.05000
        第一产业增加值（亿元）,    北京,2003,95.64000
        第一产业增加值（亿元）,    天津,2002,84.00000
        第一产业增加值（亿元）,    天津,2003,89.66000
        第一产业增加值（亿元）,    河北,2002,957.01000
        第一产业增加值（亿元）,    河北,2003,1064.33000
        第一产业增加值（亿元）,    山西,2002,197.80000
        第一产业增加值（亿元）,    山西,2003,215.19000
        第一产业增加值（亿元）,    内蒙古,2002,374.69000
        第一产业增加值（亿元）,    内蒙古,2003,420.09930
        第一产业增加值（亿元）,    辽宁,2002,590.20000
        第一产业增加值（亿元）,    辽宁,2003,615.80000
        第一产业增加值（亿元）,    吉林,2002,446.17000
        第一产业增加值（亿元）,    吉林,2003,486.90000
        第一产业增加值（亿元）,    黑龙江,2002,447.00000
        第一产业增加值（亿元）,    黑龙江,2003,500.80000
        第一产业增加值（亿元）,    上海,2002,88.24000
        第一产业增加值（亿元）,    上海,2003,90.64000
        第一产业增加值（亿元）,    江苏,2002,1119.12000
        第一产业增加值（亿元）,    江苏,2003,1106.35000
        第一产业增加值（亿元）,    浙江,2002,694.00000
        第一产业增加值（亿元）,    浙江,2003,728.00000
        第一产业增加值（亿元）,    安徽,2002,772.55000
        第一产业增加值（亿元）,    安徽,2003,732.81000
        第一产业增加值（亿元）,    福建,2002,664.78000
        第一产业增加值（亿元）,    福建,2003,692.94000
        第一产业增加值（亿元）,    江西,2002,535.98000
        第一产业增加值（亿元）,    江西,2003,560.00000
        第一产业增加值（亿元）,    山东,2002,1390.00000
        第一产业增加值（亿元）,    山东,2003,1480.67000
        第一产业增加值（亿元）,    河南,2002,1288.36000
        第一产业增加值（亿元）,    河南,2003,1239.70000
        第一产业增加值（亿元）,    湖北,2002,707.00000
        第一产业增加值（亿元）,    湖北,2003,798.35000
        第一产业增加值（亿元）,    湖南,2002,847.25000
        第一产业增加值（亿元）,    湖南,2003,886.47000
        第一产业增加值（亿元）,    广东,2002,1032.80000
        第一产业增加值（亿元）,    广东,2003,1093.51910
        第一产业增加值（亿元）,    广西,2002,595.68000
        第一产业增加值（亿元）,    广西,2003,652.28000
        第一产业增加值（亿元）,    海南,2002,228.95000
        第一产业增加值（亿元）,    海南,2003,248.33000
        第一产业增加值（亿元）,    重庆,2002,315.78000
